delivery_id,assigned_agent,priority,region,delivery_mode,distance_km,package_weight_kg,delivery_cost,cost_per_km,delivery_rating,delivery_status,is_delayed,perf_score,route_cluster,lat,lon
9068,Agent Gamma,High,west,express,122.5,47.7,805.6,6.576326530612245,4,delivered,0,92.0,2,23.030168276892603,74.33219393732082
9069,Agent Alpha,High,west,express,106.9,39.12,701.86,6.565575304022451,5,delivered,0,100.0,1,20.182979287116527,69.77345991985173
9070,Agent Beta,High,west,express,262.9,7.13,1385.89,5.271548117154812,2,delayed,1,41.0,0,20.790862240984755,73.96848847717555
9071,Agent Alpha,Medium,east,two day,100.1,38.07,614.71,6.140959040959042,4,delivered,0,92.0,1,24.919537577013678,91.08102431682487
9072,Agent Gamma,High,north,same day,282.2,2.6,1518.8,5.381998582565556,5,delivered,0,100.0,0,30.21007860218854,77.09716670935761
9073,Agent Alpha,High,central,express,243.1,16.71,1315.63,5.411888111888112,2,delayed,1,28.5,4,22.73721045435452,76.42625947815353
9074,Agent Alpha,Medium,west,two day,260.7,41.11,1426.83,5.47307249712313,4,delivered,0,92.0,0,23.102902173703264,73.47990302932138
9075,Agent Gamma,High,south,express,32.8,18.67,270.01,8.232012195121952,3,delayed,1,31.142857142857142,3,12.119993315759865,82.69756729055932
9076,Agent Alpha,Medium,east,two day,292.8,11.06,1497.18,5.113319672131148,5,delivered,0,100.0,0,24.044679202964037,86.46061790320006
9077,Agent Gamma,High,north,same day,111.6,20.52,719.56,6.447670250896057,4,delivered,0,92.0,1,30.405123075392478,76.52216526013625
9078,Agent Beta,Low,west,standard,25.0,32.23,221.69,8.8676,5,delivered,0,100.0,3,24.579711141218954,70.53774168589104
9079,Agent Gamma,High,east,express,187.4,40.23,1107.69,5.910832443970118,2,delayed,1,27.363636363636363,4,23.9356703490067,88.37992539331937
9080,Agent Alpha,High,central,same day,259.5,17.92,1451.26,5.59252408477842,2,delayed,1,41.0,0,21.427026032156775,77.64253207818336
9081,Agent Beta,Medium,south,two day,218.7,5.01,1108.53,5.068724279835391,4,delivered,0,92.0,4,11.927819875442873,82.86522168832997
9082,Agent Gamma,High,west,same day,211.9,44.6,1293.3,6.103350637092968,2,delayed,1,38.22222222222222,4,22.81907260990205,72.07509092260575
9083,Agent Alpha,Low,south,standard,282.4,30.73,1504.19,5.326451841359774,3,delivered,0,84.0,0,11.884757948565934,80.60173968123819
9084,Agent Gamma,High,east,express,290.2,33.43,1601.29,5.517884217780841,2,delayed,1,31.909090909090907,0,24.129641200949976,90.71157544432492
9085,Agent Beta,Medium,south,two day,247.3,24.73,1310.69,5.3,5,delivered,0,100.0,4,11.876121145499729,79.12843000105696
9086,Agent Gamma,High,central,express,235.4,22.15,1293.45,5.4946898895497025,1,failed,1,24.666666666666664,4,21.029392520712022,78.44498321380554
9087,Agent Beta,High,south,express,105.8,26.77,659.31,6.2316635160680525,4,delivered,0,92.0,1,12.294242712289826,81.74297109293258
9088,Agent Beta,Medium,west,two day,139.3,8.43,721.79,5.181550610193826,5,delivered,0,100.0,2,25.87948659669428,71.58316940812205
9089,Agent Alpha,High,north,express,159.4,31.72,942.16,5.910664993726474,5,delivered,0,100.0,2,27.055288477601454,75.08604711318387
9090,Agent Beta,Medium,west,two day,144.2,29.31,808.93,5.609778085991678,4,delivered,0,92.0,2,23.672951953659375,72.61745725141364
9091,Agent Gamma,Low,east,standard,242.3,37.83,1324.99,5.468386297977713,5,delivered,0,100.0,0,22.19783829903824,87.54081038079981
9092,Agent Beta,High,central,same day,297.1,48.45,1632.7206,5.495525412319084,2,failed,1,36.0,0,20.62614740589596,75.99877459075329
9093,Agent Alpha,Low,east,standard,62.5,7.42,334.76,5.35616,5,delivered,0,100.0,3,22.527259635988358,91.24052786416463
9094,Agent Alpha,Low,north,standard,236.8,38.2,1298.6,5.483952702702702,4,delivered,0,92.0,4,29.912985971889874,77.1129181122092
9095,Agent Gamma,High,west,same day,183.7,22.65,1086.45,5.9142623843222655,3,delayed,1,49.0,4,23.07931985496691,74.73886616306054
9096,Agent Gamma,High,east,same day,218.3,28.67,1277.51,5.852084287677508,4,delivered,0,92.0,4,24.83263638247949,86.57190446326015
9097,Agent Beta,Low,north,standard,150.7,7.35,775.55,5.146317186463172,4,delivered,0,92.0,2,27.433622099945495,79.73665658939478
9098,Agent Gamma,High,north,express,209.1,37.56,1208.18,5.778000956480153,3,delayed,1,45.42857142857143,4,26.217495027823787,78.86658860741413
9099,Agent Alpha,High,east,express,188.0,33.1,1089.3,5.794148936170212,3,delivered,0,84.0,4,25.21939366994804,90.25215293713487
9100,Agent Beta,High,west,express,197.1,36.09,1143.77,5.802993404363267,3,delayed,1,37.888888888888886,4,22.269178097169313,71.93858925117557
9101,Agent Gamma,Medium,central,two day,285.3,44.14,1558.92,5.464143007360673,5,delivered,0,100.0,0,23.6584333087218,77.31382195846612
9102,Agent Beta,Medium,east,two day,14.7,5.22,95.6674,6.507986394557824,3,delivered,0,84.0,3,24.352018756781177,88.96012595539209
9103,Agent Gamma,Low,central,standard,89.5,26.16,525.98,5.876871508379889,5,delivered,0,100.0,1,22.14588198325348,79.1385932172304
9104,Agent Alpha,Medium,west,two day,193.7,22.1,1034.8,5.342281879194631,5,delivered,0,100.0,4,24.296987229065667,74.69434051236261
9105,Agent Gamma,Low,east,standard,115.3,39.63,695.39,6.031136166522116,5,delivered,0,100.0,1,20.41251309890697,85.86827185611162
9106,Agent Alpha,Medium,north,two day,135.5,5.89,695.17,5.130405904059041,4,delivered,0,92.0,1,27.44776248323303,79.52437432519903
9107,Agent Alpha,High,central,same day,128.6,41.9,868.7,6.755054432348368,4,delivered,0,92.0,2,21.06826381681912,80.02497991502557
9108,Agent Beta,High,west,same day,233.7,46.63,1408.39,6.0264869490800175,3,delivered,0,84.0,0,24.867383350408147,73.1573244261407
9109,Agent Beta,Low,west,standard,18.0,33.8,191.4,10.633333333333333,5,delivered,0,100.0,3,21.335895411360713,70.72050367952943
9110,Agent Alpha,High,north,same day,135.5,5.92,795.26,5.869077490774908,2,delayed,1,38.22222222222222,2,30.00442133243126,79.01048899622093
9111,Agent Gamma,High,central,same day,200.4,49.39,1250.17,6.238373253493014,5,delivered,0,100.0,4,25.859790383473914,77.6915256872976
9112,Agent Gamma,High,south,express,123.4,21.42,731.26,5.925931928687196,2,delayed,1,36.0,2,13.066633254413262,82.10317872229828
9113,Agent Beta,High,east,same day,20.4,27.99,285.97,14.018137254901964,3,delivered,0,84.0,3,22.84017515356413,90.28884875953591
9114,Agent Gamma,Medium,east,two day,285.0,9.41,1453.23,5.099052631578948,5,delivered,0,100.0,0,22.366201408586875,85.92037589411476
9115,Agent Alpha,Low,north,standard,114.3,35.2,677.1,5.923884514435696,5,delivered,0,100.0,1,27.655340860361857,77.74212857022398
9116,Agent Alpha,High,west,express,282.2,18.71,1517.13,5.376080793763289,3,delayed,1,41.5,0,22.8539301855495,72.49886579561232
9117,Agent Beta,High,south,express,276.5,15.03,1477.59,5.343905967450271,3,delivered,0,84.0,0,13.516845193600556,82.87671681999711
9118,Agent Gamma,Low,east,standard,41.8,32.49,306.47,7.331818181818183,5,delivered,0,100.0,3,25.515949433023955,87.17984775155239
9119,Agent Beta,High,east,express,191.8,14.78,1053.34,5.491866527632951,1,failed,1,23.625,4,25.226587355909345,86.63600063714556
9120,Agent Beta,Low,west,standard,86.8,30.83,526.49,6.065552995391705,5,delivered,0,100.0,1,25.17291774975873,74.98252113611493
9121,Agent Beta,Low,central,standard,62.6,29.24,400.72,6.401277955271566,4,delivered,0,92.0,3,25.53478321422915,75.29229341340063
9122,Agent Alpha,Medium,north,two day,168.9,37.56,957.18,5.6671403197158075,4,delivered,0,92.0,2,28.507095099752256,78.21911675234676
9123,Agent Beta,High,central,express,161.4,22.66,924.98,5.730978934324659,2,delayed,1,31.625,2,24.14466596306479,76.20011888305088
9124,Agent Alpha,High,west,express,265.5,39.59,1496.27,5.635668549905838,5,delivered,0,100.0,0,25.370400337617284,73.00707453298486
9125,Agent Gamma,High,central,same day,203.4,21.37,1181.11,5.806833824975417,3,delivered,0,84.0,4,22.557704589948116,78.09731659704757
9126,Agent Beta,Medium,south,two day,220.3,19.65,1160.45,5.267589650476623,5,delivered,0,100.0,4,15.670574870072812,79.7042156917478
9127,Agent Gamma,Medium,east,two day,237.5,2.73,1195.69,5.034484210526316,3,delivered,0,84.0,4,22.0947163724151,91.24978988142259
9128,Agent Gamma,High,north,same day,21.2,26.88,286.64,13.520754716981132,3,delivered,0,84.0,3,29.306495992359295,74.89099900850987
9129,Agent Beta,High,south,express,109.4,7.63,619.89,5.666270566727604,4,delivered,0,92.0,1,14.158828279634232,79.54839453422055
9130,Agent Gamma,High,central,express,183.8,36.02,1077.06,5.859956474428726,2,failed,1,33.85714285714286,4,25.90355207845563,76.9823719612459
9131,Agent Gamma,High,west,same day,233.0,27.83,1348.49,5.787510729613734,4,delivered,0,92.0,0,21.467697644313596,73.38628169397708
9132,Agent Gamma,Medium,central,two day,241.9,7.45,1231.85,5.092393551054154,5,delivered,0,100.0,4,24.676785869431853,76.84355854916711
9133,Agent Beta,Medium,central,two day,261.6,19.11,1365.33,5.2191513761467885,4,delivered,0,92.0,0,23.324893516864492,74.98221606823299
9134,Agent Gamma,Medium,south,two day,202.8,28.57,1099.71,5.4226331360946745,4,delivered,0,92.0,4,11.511342843723847,82.88457998908495
9135,Agent Beta,High,south,same day,43.2,2.82,324.46,7.510648148148147,5,delivered,0,100.0,3,14.559641038778343,79.69647448983211
9136,Agent Gamma,Low,north,standard,84.0,27.47,502.41,5.981071428571429,4,delivered,0,92.0,1,29.01333368104308,76.15604236330243
9137,Agent Beta,High,east,express,182.5,47.69,1105.57,6.057917808219178,3,delayed,1,41.85714285714286,4,23.565842923898057,88.08033274504403
9138,Agent Gamma,Low,west,standard,189.8,21.52,1013.56,5.340147523709167,4,delivered,0,92.0,2,21.937406411467407,70.89957409277353
9139,Agent Gamma,High,central,express,3.6,49.46,211.88,58.855555555555554,2,delayed,1,41.0,3,23.08764371096563,75.00133010801191
9140,Agent Gamma,High,central,same day,149.3,33.79,947.87,6.34876088412592,5,delivered,0,100.0,2,23.904125505928402,75.29147087465319
9141,Agent Alpha,High,south,same day,293.5,13.27,1607.31,5.476354344122657,4,delivered,0,92.0,0,12.329464885619064,78.19992896202136
9142,Agent Beta,Low,east,standard,18.7,16.58,143.24,7.659893048128343,5,delivered,0,100.0,3,20.790235239086208,86.58604062929538
9143,Agent Gamma,High,east,same day,111.2,10.09,686.27,6.1714928057553955,5,delivered,0,100.0,1,25.369842953891826,87.91976127335715
9144,Agent Beta,High,west,express,176.5,2.75,940.75,5.330028328611898,2,failed,1,33.85714285714286,2,23.068805240255706,73.34339561426492
9145,Agent Beta,High,central,same day,281.2,14.86,1550.58,5.514153627311522,1,failed,1,20.5,0,24.6035222217262,78.1733270281604
9146,Agent Beta,Medium,north,two day,23.3,4.76,130.78,5.612875536480686,3,delivered,0,84.0,3,28.16628316133635,74.10058541737156
9147,Agent Beta,High,south,express,251.0,19.06,1362.18,5.4270119521912354,5,delivered,0,100.0,0,12.030790584154298,82.7257460013904
9148,Agent Alpha,Low,south,standard,93.2,39.51,584.53,6.271781115879828,4,delivered,0,92.0,1,12.34298579080275,82.13708308319393
9149,Agent Alpha,Medium,south,two day,90.3,6.87,472.11,5.228239202657807,4,delivered,0,92.0,1,12.3551798627139,82.98362823661624
9150,Agent Gamma,High,north,express,82.3,45.02,596.56,7.248602673147023,2,delayed,1,34.75,1,28.96508069565172,76.25991806838115
9151,Agent Beta,Low,east,standard,265.9,27.24,1411.22,5.307333584054156,4,delivered,0,92.0,0,22.86081921988818,89.38879566013638
9152,Agent Beta,High,west,express,50.5,45.56,439.18,8.696633663366336,2,delayed,1,31.0,1,22.98292289529723,70.60812449553657
9153,Agent Alpha,High,east,express,22.7,17.28,215.34,9.486343612334803,4,delivered,0,92.0,3,20.40871470950463,90.30219816332202
9154,Agent Beta,High,east,express,239.0,13.57,1285.71,5.379539748953975,2,delayed,1,28.5,4,22.576452871003188,86.36820633772622
9155,Agent Alpha,Medium,west,two day,262.0,38.88,1426.64,5.445190839694657,4,delivered,0,92.0,0,21.01462340252391,71.55591420484649
9156,Agent Alpha,High,west,express,77.9,43.31,569.43,7.3097560975609746,3,delayed,1,49.0,1,20.756814717774592,72.5450091356819
9157,Agent Beta,High,central,express,292.0,45.26,1632.7206,5.591508904109589,2,delayed,1,30.583333333333336,0,25.795874304047004,77.96719001311651
9158,Agent Gamma,High,north,express,279.9,47.87,1593.11,5.691711325473383,5,delivered,0,100.0,0,29.329700078886226,77.45779814572039
9159,Agent Alpha,High,central,same day,37.3,16.48,335.94,9.006434316353888,5,delivered,0,100.0,3,24.156940348747504,75.01257607026
9160,Agent Alpha,Medium,north,two day,47.5,19.83,296.99,6.252421052631579,5,delivered,0,100.0,3,28.11076202200018,76.6300560171831
9161,Agent Alpha,High,north,same day,114.5,44.75,806.75,7.045851528384279,4,delivered,0,92.0,2,31.153885351489183,79.63745558523493
9162,Agent Gamma,Medium,east,two day,202.0,49.31,1157.93,5.732326732673267,3,delivered,0,84.0,4,23.427582937477993,90.63421116651111
9163,Agent Alpha,High,east,express,3.6,20.72,128.16,35.6,5,delivered,0,100.0,3,24.215019217141524,88.94470113952785
9164,Agent Beta,High,east,same day,184.0,26.07,1098.21,5.968532608695653,5,delivered,0,100.0,4,21.811374814166285,88.83394745272162
9165,Agent Beta,High,central,same day,256.9,23.67,1455.51,5.665667574931881,3,delivered,0,84.0,0,25.960071284914754,75.07005109589599
9166,Agent Gamma,Medium,east,two day,144.0,39.79,839.37,5.8289583333333335,5,delivered,0,100.0,2,24.52276774094989,86.60155671386183
9167,Agent Alpha,High,central,express,25.0,34.99,279.97,11.1988,2,delayed,1,28.5,3,25.32369077808726,75.91583845562458
9168,Agent Gamma,Low,west,standard,57.8,4.98,303.94,5.258477508650519,5,delivered,0,100.0,3,21.033165604554526,72.52917437114283
9169,Agent Alpha,Medium,north,two day,185.1,17.05,976.65,5.276337115072933,5,delivered,0,100.0,2,27.325779247227317,78.48813628857431
9170,Agent Alpha,High,east,same day,185.4,26.27,1105.81,5.96445523193096,3,delivered,0,84.0,4,21.313759598101463,88.16435213362556
9171,Agent Beta,Low,north,standard,44.5,36.6,332.3,7.467415730337079,4,delivered,0,92.0,3,27.325455339481227,74.85636625102438
9172,Agent Beta,Medium,central,two day,187.8,47.75,1082.25,5.762779552715655,4,delivered,0,92.0,4,25.332448972625727,77.03609326206829
9173,Agent Beta,High,south,express,92.9,7.16,535.98,5.769429494079655,5,delivered,0,100.0,1,10.091308771251553,78.17579952249334
9174,Agent Alpha,High,west,same day,31.8,10.98,291.94,9.180503144654088,4,delivered,0,92.0,3,20.456599933884647,74.1068841101573
9175,Agent Alpha,High,north,express,167.1,0.68,887.54,5.311430281268701,3,delayed,1,41.85714285714286,2,27.34348922377942,75.09900516242747
9176,Agent Beta,Medium,south,two day,205.6,5.21,1043.63,5.0760214007782105,5,delivered,0,100.0,4,11.099237847896662,80.09520393726675
9177,Agent Alpha,High,central,express,79.5,15.06,492.68,6.1972327044025155,2,delayed,1,31.0,1,21.59115768329709,78.56048161596657
9178,Agent Alpha,High,central,same day,233.0,9.78,1294.34,5.555107296137339,2,delayed,1,34.18181818181819,4,24.9876591355198,75.76918838367126
9179,Agent Gamma,High,north,same day,20.2,41.24,324.72,16.075247524752477,3,delivered,0,84.0,3,29.078759563352282,74.55618064582396
9180,Agent Alpha,Medium,east,two day,81.6,40.95,530.85,6.505514705882353,5,delivered,0,100.0,1,19.63462396775781,88.7797968564485
9181,Agent Alpha,High,central,same day,134.0,26.11,848.33,6.330820895522389,5,delivered,0,100.0,2,22.775936594225172,74.72521598102637
9182,Agent Gamma,Low,east,standard,145.4,8.62,752.86,5.177854195323246,5,delivered,0,100.0,2,22.047309561102153,88.92661185780901
9183,Agent Gamma,Medium,south,two day,185.8,18.81,985.43,5.303713670613562,4,delivered,0,92.0,2,10.583671616667262,81.72099122551721
9184,Agent Gamma,Low,west,standard,94.6,5.19,488.57,5.164587737843552,5,delivered,0,100.0,1,24.05685073160874,71.57589595003384
9185,Agent Beta,High,west,same day,49.5,13.42,387.76,7.833535353535353,4,delivered,0,92.0,3,24.212583130276947,72.53009645448415
9186,Agent Alpha,High,central,express,290.4,49.52,1632.7206,5.62231611570248,2,delayed,1,37.875,0,24.525359314312585,79.97257102934968
9187,Agent Gamma,High,central,express,35.6,28.29,312.87,8.788483146067415,1,failed,1,15.142857142857142,3,24.57082567335155,77.22665318505332
9188,Agent Alpha,Medium,north,two day,3.6,34.26,116.28,32.3,4,delivered,0,92.0,3,25.70031696159378,80.07932436836033
9189,Agent Beta,Low,central,standard,163.4,37.82,930.46,5.69436964504284,4,delivered,0,92.0,2,25.92352482308033,75.34201446814605
9190,Agent Gamma,Low,north,standard,46.7,8.42,258.76,5.540899357601712,5,delivered,0,100.0,3,30.585252602327976,78.35360341489972
9191,Agent Alpha,Medium,central,two day,198.7,44.62,1127.36,5.673678912934071,5,delivered,0,100.0,4,25.62389017953571,78.31571158918354
9192,Agent Alpha,High,central,express,197.6,48.51,1183.53,5.989524291497975,3,delayed,1,44.833333333333336,4,20.293859771844605,79.63382888115797
9193,Agent Beta,High,south,express,151.4,29.8,896.4,5.920739762219286,3,delayed,1,49.0,2,15.503152774714437,77.75465927194325
9194,Agent Gamma,Medium,east,two day,101.7,18.77,564.81,5.5536873156342175,3,delivered,0,84.0,1,24.45873117212863,87.0812395490109
9195,Agent Gamma,High,west,same day,207.1,44.96,1270.38,6.134138097537423,2,delayed,1,34.18181818181819,4,25.02331485775219,70.393075354562
9196,Agent Beta,High,central,same day,178.1,29.33,1078.49,6.055530600786075,2,delayed,1,38.22222222222222,4,20.759724308331812,79.99857073363154
9197,Agent Alpha,Low,central,standard,84.3,47.17,563.01,6.678647686832741,4,delivered,0,92.0,1,24.632668173511586,76.95981194787154
9198,Agent Alpha,High,south,express,35.2,26.25,304.75,8.657670454545453,4,delivered,0,92.0,3,15.659500137852547,82.66039507321042
9199,Agent Beta,High,north,same day,40.6,14.11,345.33,8.505665024630542,4,delivered,0,92.0,3,29.771284048508964,75.86644196615293
9200,Agent Alpha,Low,central,standard,171.8,3.52,869.56,5.061466821885913,4,delivered,0,92.0,2,23.62336842774764,75.15820860816991
9201,Agent Beta,High,central,same day,136.7,7.89,807.17,5.904681784930505,4,delivered,0,92.0,2,25.873778066493983,76.17922363791611
9202,Agent Gamma,Medium,south,two day,203.3,16.51,1066.03,5.243630103295621,4,delivered,0,92.0,4,12.557622730406617,80.7830461559683
9203,Agent Alpha,High,east,express,14.5,38.57,238.21,16.428275862068965,1,failed,1,20.5,3,23.195761397862874,90.47139555070756
9204,Agent Alpha,Medium,central,two day,291.5,21.63,1522.39,5.222607204116638,5,delivered,0,100.0,0,23.058029760966196,76.71234415934998
9205,Agent Gamma,Medium,south,two day,167.6,33.82,939.46,5.605369928400955,5,delivered,0,100.0,2,15.497077328161796,82.6888519555209
9206,Agent Gamma,High,west,same day,64.4,35.98,529.94,8.22888198757764,4,delivered,0,92.0,1,20.456508360593045,71.06539235806757
9207,Agent Gamma,High,east,express,61.8,1.59,363.77,5.886245954692557,2,delayed,1,41.0,3,22.60671820495209,89.5612441238226
9208,Agent Gamma,Low,central,standard,262.8,1.74,1319.22,5.01986301369863,5,delivered,0,100.0,4,24.32171464831263,78.81428010289363
9209,Agent Beta,High,east,same day,26.0,40.37,351.11,13.50423076923077,4,delivered,0,92.0,3,24.351439230533423,87.0437775159837
9210,Agent Gamma,High,north,same day,33.1,37.45,377.85,11.415407854984894,3,delivered,0,84.0,3,29.19811188466482,74.26181926980315
9211,Agent Beta,High,central,same day,234.6,33.8,1374.4,5.85848252344416,1,failed,1,26.181818181818183,0,25.65350646472872,76.59142405230453
9212,Agent Gamma,High,south,express,284.3,12.83,1509.99,5.311255715793176,2,delayed,1,30.583333333333336,0,15.55194868130323,77.47117688383682
9213,Agent Gamma,Low,south,standard,132.8,12.19,700.57,5.275376506024096,4,delivered,0,92.0,1,10.285915339161502,82.60452265241307
9214,Agent Beta,Medium,north,two day,29.9,1.05,152.65,5.105351170568563,5,delivered,0,100.0,3,28.114223237248247,79.82115157760434
9215,Agent Gamma,Medium,east,two day,207.1,13.35,1075.55,5.193384838242395,4,delivered,0,92.0,4,19.740754130326927,89.81227949567601
9216,Agent Beta,Medium,central,two day,82.3,49.13,558.89,6.790886998784933,5,delivered,0,100.0,1,22.176499944246657,78.760107511883
9217,Agent Alpha,Low,south,standard,284.8,22.51,1491.53,5.237113764044944,4,delivered,0,92.0,0,13.121209307823612,78.64535601647039
9218,Agent Gamma,Medium,south,two day,270.5,6.19,1371.07,5.0686506469500925,4,delivered,0,92.0,0,15.364769583059694,77.64355345934851
9219,Agent Alpha,Medium,east,two day,264.0,27.7,1403.1,5.314772727272727,5,delivered,0,100.0,0,24.679325934792416,90.2126278151655
9220,Agent Beta,High,east,express,3.6,30.82,151.96,42.211111111111116,3,delayed,1,34.0,3,20.364998360031915,88.7549715893202
9221,Agent Alpha,High,central,same day,282.0,15.54,1556.62,5.519929078014184,1,failed,1,30.22222222222222,0,20.758182248445372,78.48976518472305
9222,Agent Beta,Low,north,standard,205.7,6.74,1048.72,5.098298492950899,4,delivered,0,92.0,4,29.235604032540003,78.77784640851738
9223,Agent Beta,High,south,same day,15.5,25.49,253.97,16.385161290322582,4,delivered,0,92.0,3,13.092707834752696,79.65660561371362
9224,Agent Alpha,Medium,west,two day,215.8,40.49,1200.47,5.562882298424467,3,delivered,0,84.0,4,21.598265848580144,70.4672795398699
9225,Agent Alpha,Low,east,standard,276.1,22.39,1447.67,5.243281419775443,4,delivered,0,92.0,0,24.996718507323013,90.17022079617738
9226,Agent Beta,High,west,same day,104.0,32.18,716.54,6.889807692307692,5,delivered,0,100.0,1,25.56419845676932,72.32259383537044
9227,Agent Beta,High,east,express,204.1,8.87,1097.11,5.375355218030377,4,delivered,0,92.0,4,22.015668630040977,90.3615453851356
9228,Agent Gamma,Low,north,standard,100.4,10.41,533.23,5.31105577689243,5,delivered,0,100.0,1,31.04181534268112,76.72619488056007
9229,Agent Gamma,Low,central,standard,197.0,3.58,995.74,5.054517766497462,3,delivered,0,84.0,2,22.503693365577835,75.70209845074385
9230,Agent Beta,Medium,west,two day,158.5,38.19,907.07,5.722839116719244,5,delivered,0,100.0,2,24.4209009909782,70.62603009992269
9231,Agent Beta,Low,north,standard,39.6,22.52,265.56,6.706060606060606,5,delivered,0,100.0,3,28.555653305286345,78.563530539355
9232,Agent Beta,Low,north,standard,3.6,36.5,125.5,34.86111111111111,5,delivered,0,100.0,3,26.435498939043097,77.54933473676398
9233,Agent Alpha,Medium,south,two day,229.5,45.73,1284.69,5.597777777777778,4,delivered,0,92.0,4,15.46760520742213,79.62761740278812
9234,Agent Beta,High,central,same day,67.3,2.77,444.81,6.609361069836553,5,delivered,0,100.0,1,22.92457956026522,77.352700537148
9235,Agent Alpha,High,south,express,123.4,23.09,736.27,5.966531604538087,1,failed,1,24.666666666666664,2,14.306922241934423,80.49783163171924
9236,Agent Alpha,High,central,same day,268.2,16.03,1489.09,5.552162565249813,3,delivered,0,84.0,0,22.403042886587752,75.83649865095478
9237,Agent Gamma,High,east,express,254.1,15.14,1365.92,5.375521448248722,2,delayed,1,35.44444444444444,0,19.71328527145741,87.66899347818614
9238,Agent Gamma,Low,south,standard,191.6,14.84,1002.52,5.232359081419625,4,delivered,0,92.0,2,10.503182152151016,78.95446879065841
9239,Agent Beta,High,north,express,83.8,29.04,556.12,6.636276849642005,2,delayed,1,34.75,1,28.677316876939546,76.43054308047375
9240,Agent Beta,Medium,south,two day,38.3,36.61,301.33,7.867624020887729,5,delivered,0,100.0,3,14.039786142758174,80.20337328110743
9241,Agent Gamma,High,south,same day,54.5,43.78,503.84,9.244770642201834,4,delivered,0,92.0,1,11.908411959475675,78.24014523432619
9242,Agent Gamma,High,east,express,284.7,12.16,1509.98,5.303758342114507,1,failed,1,21.46153846153846,0,23.772930755065904,87.76109037589333
9243,Agent Gamma,Medium,central,two day,189.6,43.71,1079.13,5.691613924050634,4,delivered,0,92.0,4,24.391813536591734,76.71296665984154
9244,Agent Gamma,High,central,same day,124.6,28.03,807.09,6.477447833065811,4,delivered,0,92.0,2,24.423615443966984,76.11602290105358
9245,Agent Gamma,Low,south,standard,283.4,6.49,1436.47,5.068701482004235,4,delivered,0,92.0,0,12.855131124123051,83.19097794881472
9246,Agent Gamma,Medium,central,two day,160.4,10.19,832.57,5.190586034912719,4,delivered,0,92.0,2,25.689316900729025,74.84176505396576
9247,Agent Gamma,Low,central,standard,121.4,46.64,746.92,6.152553542009884,4,delivered,0,92.0,2,23.135179107883694,78.25770683571442
9248,Agent Alpha,Medium,east,two day,38.7,28.33,278.49,7.196124031007751,3,delivered,0,84.0,3,22.301591160979832,86.44663163921862
9249,Agent Beta,Low,east,standard,26.3,19.65,190.45,7.241444866920151,4,delivered,0,92.0,3,20.79628491406376,90.4371439357111
9250,Agent Beta,High,east,express,201.3,18.42,1111.76,5.522901142573273,5,delivered,0,100.0,4,21.44593052413802,90.8851792160558
9251,Agent Gamma,Low,east,standard,17.5,41.05,210.65,12.037142857142857,3,delivered,0,84.0,3,19.85400695510982,87.80886789565376
9252,Agent Gamma,High,north,same day,25.5,38.84,344.02,13.490980392156862,4,delivered,0,92.0,3,29.50121176169702,79.04087069652425
9253,Agent Gamma,High,central,express,288.5,1.46,1496.88,5.188492201039861,1,failed,1,29.875,0,21.691214463562556,75.89945669610037
9254,Agent Gamma,High,south,same day,178.3,38.01,1105.53,6.200392596747055,1,failed,1,33.0,4,11.72493152691279,78.04041104397557
9255,Agent Alpha,Low,north,standard,268.4,14.82,1386.46,5.16564828614009,5,delivered,0,100.0,0,30.324887129985925,75.99526959841566
9256,Agent Beta,Medium,central,two day,51.7,4.45,271.85,5.258220502901354,5,delivered,0,100.0,3,22.163327098968722,76.45004408334628
9257,Agent Alpha,High,north,express,285.1,33.33,1575.49,5.526096106629253,3,delivered,0,84.0,0,27.153175352078854,76.48414526871346
9258,Agent Gamma,High,central,express,212.4,39.14,1229.42,5.788229755178908,2,delayed,1,34.75,4,21.214346494802236,76.63775365174692
9259,Agent Alpha,Low,north,standard,95.4,45.52,613.56,6.431446540880502,4,delivered,0,92.0,1,30.349150413091735,76.56686671710301
9260,Agent Alpha,High,east,express,271.8,41.37,1533.11,5.640581309786607,2,delayed,1,33.5,0,20.378237547940163,89.6602001948308
9261,Agent Beta,High,east,same day,32.3,11.33,295.49,9.148297213622293,5,delivered,0,100.0,3,22.322522561502122,86.87348079719442
9262,Agent Beta,Low,south,standard,268.5,16.9,1393.2,5.188826815642458,3,delivered,0,84.0,0,12.941580696463166,77.31145357459073
9263,Agent Beta,High,east,same day,198.6,41.98,1218.94,6.137663645518631,5,delivered,0,100.0,4,23.724339476114288,88.33808330828764
9264,Agent Beta,Medium,east,two day,153.1,26.02,843.56,5.50986283474853,5,delivered,0,100.0,2,23.399700893997974,88.0897474652292
9265,Agent Beta,Medium,central,two day,264.3,20.05,1381.65,5.227582292849036,3,delivered,0,84.0,0,25.06432403767105,74.76038993906059
9266,Agent Beta,Medium,east,two day,5.1,8.67,95.6674,18.758313725490197,5,delivered,0,100.0,3,19.86850860355743,86.20280840900848
9267,Agent Gamma,Medium,central,two day,167.3,3.97,848.41,5.07118947997609,4,delivered,0,92.0,2,21.978644348676383,77.45952536810937
9268,Agent Gamma,High,west,express,152.9,39.41,932.73,6.100261608894702,4,delivered,0,92.0,2,21.68080471265228,71.00850456011747
